Title,Date,Blurb
"2 UPMC doctors from Allegheny County arrested, charged with conspiracy","Friday, Mar 02, 2018, by Natasha Lindstrom","Two UPMC doctors have been charged with criminal conspiracy for allegedly prescribing thousands of opioid painkiller pills in the past two years to a handful of people — including a doctor's spouse and a friend. Radiology specialists Dr. Omar Almusa, 45, of Pittsburgh's Shadyside neighborhood and Dr. Marios Papachristou, 43, ..."
West End-Elliott Overlook to host overdose memorial service,"Sunday, Apr 29, 2018, by Chuck Biedka","Organizers for May's 'Pittsburgh Won't Forget U' observance don't want to miss anyone from the region who has died from opioid overdose. On May 20, the group will assemble a photo wall of the dead as a memorial at the West End-Elliott Overlook on Marlow Street in Pittsburgh. The event ..."
Former inmates get shot at recovery with anti-addiction drug Vivitrol,"Tuesday, Sep 26, 2017, by Story By Megan Guza || Photos By Andrew Russell","Edward Strawn believed no news was good news. When inmates left his Washington County Correctional facility, he often never heard from them again. They stayed out of jail. They weren't reoffending. It never occurred to him they were dying. As the opioid epidemic raged and morphed around him, the scope ..."
"Hempfield, county task force to host drug forum","Tuesday, Oct 10, 2017, by Jamie Martines","Support and recovery are the themes of the Community Drug Forum to be hosted this month by the Hempfield Area School District and Westmoreland County Drug Overdose Task Force. It is time to shift discussion of the county's opioid epidemic from problems to solutions, organizers say. 'We have to do ..."
Westmoreland County sees dramatic increase of fentanyl-related overdose deaths,"Sunday, Oct 29, 2017, by Renatta Signorini","As opioid-related overdose deaths continue to mount, Westmoreland County Coroner Ken Bacha said he has noticed a troubling trend in recent months — an astronomical spike in the level of synthetic fentanyl involved in fatal cases. One victim last month had 170 nanograms of fentanyl per milliliter of blood in ..."
Two suspects in Unity carfentanil raid waive rights to hearings,"Monday, Feb 12, 2018, by Paul Peirce","Two Westmoreland County residents who authorities said were the intended recipients of a mailed package containing the powerful synthetic opioid carfentanil in Unity Township waived their rights to hearings on drug charges Monday. Tyler J. Gorinski, 29, of Acme, and Kerri D. Shimmell, 29, of Unity, were scheduled for preliminary ..."
Teacher seniority could matter less under proposed Pennsylvania school code,"Thursday, Oct 19, 2017, by Natasha Lindstrom","The state Senate is set to take up an omnibus bill next week that could strip Pennsylvania's longtime teachers of job security, mandate schools teach children about opioid abuse and hold off on requiring students to pass a high school exit exam until at least 2020. The proposals are among ..."
AG files charges in Allegheny County fentanyl death,"Thursday, Aug 10, 2017, by Megan Guza","The Crafton Heights man who sold a lethal dose of opioids to an Oakdale father of three has been charged for the man's death, the Pennsylvania Attorney General's Office announced Thursday. Shaunteze Tyrell Turner, 27, is charged with drug delivery resulting in death, which carries a sentence of up to ..."
Fox Chapel man's death linked to anti-diarrheal overdose,"Thursday, Mar 29, 2018, by Megan Guza","A Fox Chapel man found dead in his home in November died from an overdose of an anti-diarrhea medication that can be used to mimic the high of opioids, medical examiner records show. Arjun Patel, 29, was pronounced dead Nov. 8. A notice from the Allegheny County Medical Examiner earlier ..."
Overdose Task Force ponders how to use donation from Greensburg church,"Wednesday, Feb 21, 2018, by Matthew Santoni","The Westmoreland County Drug Overdose Task Force is seeking feedback from the faith community on how it can use a $2,000 gift from the First Evangelical Lutheran Church of Greensburg. The church's donation could continue training sessions for recognizing the signs and symptoms of opioid addiction and overdoses, or it ..."
Pittsburgh SWAT's encounter with suspected fentanyl highlights risks,"Wednesday, Aug 09, 2017, by Matthew Santoni","The potency and prevalence of synthetic opioid drugs have police departments taking more precautions to avoid accidental exposures like the one blamed for sickening 18 Pittsburgh SWAT officers who were serving a search warrant Wednesday morning, even as doctors question the level of risk. The officers on Wednesday were raiding ..."
Multi-faceted treatment urged for drug addicts,"Tuesday, Jul 21, 2015, by Kari Andren","Heroin addiction treatment needs to include more than just medication or short-term in-patient rehabilitative care, drug treatment experts and Ohio officials told Pennsylvania lawmakers Tuesday. Addiction to heroin, prescription pain medication and other opioids should be looked at as an illness, such as cancer, that needs multifaceted treatment, outside support ..."
"Fayette County woman jailed for exposing infant to fentanyl, troopers say","Thursday, Jan 18, 2018, by Paul Peirce","The mother of a 3-month-old Fayette County infant who had to be airlifted to UPMC Children's Hospital in Pittsburgh in November for treatment of a suspected opioid overdose now faces criminal charges. Crystal D. Cumberland, 27, of North Union Township was arraigned Wednesday on aggravated assault, endangering the welfare of ..."
"Hill District drug rehab facility would stifle redevelopment, critics say","Thursday, Nov 30, 2017, by Bob Bauder",Opponents of a proposed drug treatment facility in Pittsburgh's Hill District say the $2 million project conflicts with long-range community plans to transform Centre Avenue into a cultural hub. Representatives of Norristown-based Gaudenzia Foundation Inc. noted that better drug treatment centers are needed to combat an ongoing opioid crisis and ...
"2 UPMC doctors from Allegheny County arrested, charged with conspiracy","Friday, Mar 02, 2018, by Natasha Lindstrom","Two UPMC doctors have been charged with criminal conspiracy for allegedly prescribing thousands of opioid painkiller pills in the past two years to a handful of people — including a doctor's spouse and a friend. Radiology specialists Dr. Omar Almusa, 45, of Pittsburgh's Shadyside neighborhood and Dr. Marios Papachristou, 43, ..."
Communities come together to mourn those lost to drug addiction on National Day of Remembrance,"Monday, Jan 30, 2017, by Emily Balser","Louise Ballard of Brackenridge still struggles to understand the opioid epidemic after losing her grandson to an overdose in April. 'This has been an eye-opener for me,' Ballard said. 'I'm praying for this epidemic in this valley.' Ballard's grandson, Qwinn Ballard, was just 24 when he died. She said she ..."
Gov. Wolf cabinet leaders hold community discussion at Pitt-Greensburg,"Monday, Jul 30, 2018, by Stephen Huba","Concerns about fracking and an ongoing opioid crisis dominated an event Monday that put Western Pennsylvanians in touch with members of Gov. Tom Wolf's cabinet. The state needs to do more to reduce the stigma of medication-assisted treatment and to engage the support of law enforcement, said Kelley Lord, a ..."
Prince heirs sue Illinois hospital over care during overdose,"Monday, Apr 23, 2018, by The Associated Press","MINNEAPOLIS — Prince's heirs have sued Walgreens and the Illinois hospital that treated the music superstar after he suffered from an opioid overdose, alleging that a doctor and various pharmacists failed to provide Prince with reasonable care, contributing to his death. The wrongful-death lawsuit filed in Cook County, Illinois, alleges ..."
Ohio imposes strict rule on workers' back surgery,"Wednesday, Jan 10, 2018, by The Associated Press","COLUMBUS, Ohio — Ohio residents with work-related back injuries in most cases must try remedies such as rest, physical therapy and chiropractic care before turning to spinal fusion surgery and prescription painkillers under a groundbreaking new guideline that is partly meant to reduce the overprescribing of opioids but isn't sitting ..."
Officer gets Narcan treatment during Ross investigation,"Wednesday, Jul 26, 2017, by Tribune-Review","A police investigation in Ross Tuesday evening resulted in an officer from another department getting a dose of the opiate reversal drug Narcan. The officer displayed some symptoms of opioid contact and Ross officers gave him the medicine as a precaution just after 7 p.m., a police supervisor said. The ..."
"Heroin overdose of 11-year-old Pittsburgh girl not a sign of childhood epidemic, expert says","Friday, May 05, 2017, by Megan Guza","The story of an 11-year-old Pittsburgh girl who overdosed on heroin this week drew shock and outrage nationally, but the takeaway from one local addiction expert is twofold: It's not as uncommon as one might think, but there is no epidemic of childhood heroin addicts. 'It's still up — opioid ..."
Baldwin woman accused of obtaining fraudulent painkiller prescriptions,"Thursday, Apr 26, 2018, by Renatta Signorini","A Baldwin woman was indicted Thursday after fraudulently obtaining prescriptions of a opioid painkiller over a three-year period, according to a news release from U.S. Attorney Scott W. Brady. Heather Summerfield, 37, is accused of posing as a representative of a physician's office during phone calls to pharmacies between August ..."
Heroin overdoses kill two in Pittsburgh area; others revived with Narcan,"Wednesday, Apr 15, 2015, by Tony Raap","Two people are dead in the largest wave of heroin overdoses in the Pittsburgh area since a fentanyl-laced batch killed almost two dozen in 2014, officials said. Ten people survived when paramedics administered Narcan, a drug that reverses the opioid's deadly effects, police Cmdr. RaShall Brackney said Wednesday. The dozen ..."
"Drug distributor to donate 80,000 doses of overdose antidote","Tuesday, Apr 10, 2018, by The Associated Press","COLUMBUS, Ohio — An Ohio-based drug distributor facing lawsuits linked to the opioid crisis is donating more than 80,000 doses of an overdose antidote for use by emergency responders in several states. The Columbus Dispatch reports Cardinal Health has started distributing the naloxone it pledged last year as part of ..."
"Inside one woman's near-fatal overdose, struggle with addiction","Wednesday, Feb 15, 2017, by Megan Guza","Editor's note: In late 2016, Trib journalists Megan Guza and Andrew Russell set out to chronicle the opioid crisis in Pennsylvania. To help them understand the impact of the epidemic, Washington County-based Ambulance andamp; Chair granted them permission to ride along with paramedics on one of the many overdose calls ..."
22 arrested in Coraopolis heroin bust,"Wednesday, May 04, 2016, by Megan Guza","Authorities arrested 22 people early Wednesday in Coraopolis, the culmination of a three-month heroin investigation, Drug Enforcement Administration officials said. 'The trafficking and abuse of opioids and heroin is a danger to all of our communities,' said Gary Tuggle, special agent in charge in the DEA's Philadelphia Field Division. 'Today's ..."
"Bishop Malesic wants priests, parishioners to rally in fight against addiction","Thursday, Jun 29, 2017, by Stephen Huba","Responding to what he calls the 'scourge of opioid addiction,' Bishop Edward C. Malesic of the Diocese of Greensburg says he wants to marshal the resources of the Catholic Church to address the crisis in a more deliberate way. In a pastoral letter issued on Thursday, Malesic called on priests, ..."
Attorney General Jeff Sessions announces fight against online drug dealing during Pittsburgh visit,"Monday, Jan 29, 2018, by Megan Guza",U.S. Attorney General Jeff Sessions appeared in Pittsburgh Monday to announce a new federal tool in the fight against the opioid epidemic that will focus on the 'dark web' and the influx of illegal drugs via the internet. In a room packed with local and federal law enforcement officers in ...
Overdose Task Force ponders how to use donation from Greensburg church,"Wednesday, Feb 21, 2018, by Matthew Santoni","The Westmoreland County Drug Overdose Task Force is seeking feedback from the faith community on how it can use a $2,000 gift from the First Evangelical Lutheran Church of Greensburg. The church's donation could continue training sessions for recognizing the signs and symptoms of opioid addiction and overdoses, or it ..."
Pittsburgh SWAT's encounter with suspected fentanyl highlights risks,"Wednesday, Aug 09, 2017, by Matthew Santoni","The potency and prevalence of synthetic opioid drugs have police departments taking more precautions to avoid accidental exposures like the one blamed for sickening 18 Pittsburgh SWAT officers who were serving a search warrant Wednesday morning, even as doctors question the level of risk. The officers on Wednesday were raiding ..."
Multi-faceted treatment urged for drug addicts,"Tuesday, Jul 21, 2015, by Kari Andren","Heroin addiction treatment needs to include more than just medication or short-term in-patient rehabilitative care, drug treatment experts and Ohio officials told Pennsylvania lawmakers Tuesday. Addiction to heroin, prescription pain medication and other opioids should be looked at as an illness, such as cancer, that needs multifaceted treatment, outside support ..."
"Police, pharmacies, hospitals participating in National Prescription Drug Take Back Day","Tuesday, Apr 24, 2018, by Megan Guza","Saturday is National Prescription Drug Take Back Day, and law enforcement and other agencies will collect unused prescription drugs in an effort to combat the opioid epidemic and prevent accidental overdoses. Most municipal police departments in the area will have collection sites, plus many pharmacies and hospitals. A full list ..."
"Hill District drug rehab facility would stifle redevelopment, critics say","Thursday, Nov 30, 2017, by Bob Bauder",Opponents of a proposed drug treatment facility in Pittsburgh's Hill District say the $2 million project conflicts with long-range community plans to transform Centre Avenue into a cultural hub. Representatives of Norristown-based Gaudenzia Foundation Inc. noted that better drug treatment centers are needed to combat an ongoing opioid crisis and ...
6 candidates seek 5 seats on Youngwood council,"Monday, Oct 30, 2017, by Jacob Tierney",The six candidates for five open seats on Youngwood council say they want to continue the borough's recent surge in development while working to ease the opioid crisis and traffic problems that plague the community. Only two of the candidates — Charles Lutz on the Democratic ballot and Paula Mazurek ...
Coalition focuses on reducing drug deaths in Mon Valley,"Sunday, Sep 02, 2018, by Renatta Signorini","County lines should not be barriers to getting help for a drug addiction, officials said. The Mon Valley Opioid Coalition is aimed at breaking down those borders dividing Fayette, Washington and Westmoreland counties while connecting with community members to offer support and hope. 'It's a very unique coalition because it ..."
Greensburg substance abuse clinic chosen as flagship for national company,"Tuesday, Oct 10, 2017, by Jacob Tierney","A New York City-based company chose Greensburg as the flagship for its chain of substance abuse clinics because of the severity of the region's opioid crisis, the local facility's director said. 'Unfortunately, they saw the great need here in Greensburg,' said Executive Clinical Director Brian Kephart. Strive Health of Greensburg, ..."
"Fayette County woman jailed for exposing infant to fentanyl, troopers say","Thursday, Jan 18, 2018, by Paul Peirce","The mother of a 3-month-old Fayette County infant who had to be airlifted to UPMC Children's Hospital in Pittsburgh in November for treatment of a suspected opioid overdose now faces criminal charges. Crystal D. Cumberland, 27, of North Union Township was arraigned Wednesday on aggravated assault, endangering the welfare of ..."
Multi-faceted treatment urged for drug addicts,"Tuesday, Jul 21, 2015, by Kari Andren","Heroin addiction treatment needs to include more than just medication or short-term in-patient rehabilitative care, drug treatment experts and Ohio officials told Pennsylvania lawmakers Tuesday. Addiction to heroin, prescription pain medication and other opioids should be looked at as an illness, such as cancer, that needs multifaceted treatment, outside support ..."
Aspinwall officer saves life with overdose antidote,"Tuesday, Feb 16, 2016, by Tawnya Panizzi","Just one week after being trained to administer the opioid overdose antidote Narcan, Aspinwall police Officer Dave Komora stopped a man from overdosing with the fast-acting nasal spray. A 28-year veteran, Komora responded to his first drug overdose on the morning of Feb. 4. 'The guy was turning colors when ..."
Overdose Task Force ponders how to use donation from Greensburg church,"Wednesday, Feb 21, 2018, by Matthew Santoni","The Westmoreland County Drug Overdose Task Force is seeking feedback from the faith community on how it can use a $2,000 gift from the First Evangelical Lutheran Church of Greensburg. The church's donation could continue training sessions for recognizing the signs and symptoms of opioid addiction and overdoses, or it ..."
AG files charges in Allegheny County fentanyl death,"Thursday, Aug 10, 2017, by Megan Guza","The Crafton Heights man who sold a lethal dose of opioids to an Oakdale father of three has been charged for the man's death, the Pennsylvania Attorney General's Office announced Thursday. Shaunteze Tyrell Turner, 27, is charged with drug delivery resulting in death, which carries a sentence of up to ..."
Teacher seniority could matter less under proposed Pennsylvania school code,"Thursday, Oct 19, 2017, by Natasha Lindstrom","The state Senate is set to take up an omnibus bill next week that could strip Pennsylvania's longtime teachers of job security, mandate schools teach children about opioid abuse and hold off on requiring students to pass a high school exit exam until at least 2020. The proposals are among ..."
Fox Chapel man's death linked to anti-diarrheal overdose,"Thursday, Mar 29, 2018, by Megan Guza","A Fox Chapel man found dead in his home in November died from an overdose of an anti-diarrhea medication that can be used to mimic the high of opioids, medical examiner records show. Arjun Patel, 29, was pronounced dead Nov. 8. A notice from the Allegheny County Medical Examiner earlier ..."
Prince heirs sue Illinois hospital over care during overdose,"Monday, Apr 23, 2018, by The Associated Press","MINNEAPOLIS — Prince's heirs have sued Walgreens and the Illinois hospital that treated the music superstar after he suffered from an opioid overdose, alleging that a doctor and various pharmacists failed to provide Prince with reasonable care, contributing to his death. The wrongful-death lawsuit filed in Cook County, Illinois, alleges ..."
Alleged drug ring that sold carfentanil busted in Allegheny County,"Thursday, Nov 09, 2017, by Megan Guza","Authorities broke up a six-man drug ring responsible for dealing the powerful synthetic opioid carfentanil in Allegheny County, according to the state Attorney General's Office. The bust, announced Thursday, resulted in the first seizure of carfentanil in Allegheny County. The charges came in an indictment by a statewide grand jury, ..."
Allegheny County health officials work to get Narcan to first responders,"Tuesday, Jan 02, 2018, by Megan Guza","Allegheny County's opioid crisis is showing no signs of slowing, but health department officials say the process of getting the overdose-reversal drug naloxone into the hands of first responders continues to be a slow and arduous one. 'We're at the point where we're calling all of them to find out ..."
Fox Chapel man's death linked to anti-diarrheal overdose,"Thursday, Mar 29, 2018, by Megan Guza","A Fox Chapel man found dead in his home in November died from an overdose of an anti-diarrhea medication that can be used to mimic the high of opioids, medical examiner records show. Arjun Patel, 29, was pronounced dead Nov. 8. A notice from the Allegheny County Medical Examiner earlier ..."
Teacher seniority could matter less under proposed Pennsylvania school code,"Thursday, Oct 19, 2017, by Natasha Lindstrom","The state Senate is set to take up an omnibus bill next week that could strip Pennsylvania's longtime teachers of job security, mandate schools teach children about opioid abuse and hold off on requiring students to pass a high school exit exam until at least 2020. The proposals are among ..."
AG files charges in Allegheny County fentanyl death,"Thursday, Aug 10, 2017, by Megan Guza","The Crafton Heights man who sold a lethal dose of opioids to an Oakdale father of three has been charged for the man's death, the Pennsylvania Attorney General's Office announced Thursday. Shaunteze Tyrell Turner, 27, is charged with drug delivery resulting in death, which carries a sentence of up to ..."
Overdose Task Force ponders how to use donation from Greensburg church,"Wednesday, Feb 21, 2018, by Matthew Santoni","The Westmoreland County Drug Overdose Task Force is seeking feedback from the faith community on how it can use a $2,000 gift from the First Evangelical Lutheran Church of Greensburg. The church's donation could continue training sessions for recognizing the signs and symptoms of opioid addiction and overdoses, or it ..."
Pittsburgh SWAT's encounter with suspected fentanyl highlights risks,"Wednesday, Aug 09, 2017, by Matthew Santoni","The potency and prevalence of synthetic opioid drugs have police departments taking more precautions to avoid accidental exposures like the one blamed for sickening 18 Pittsburgh SWAT officers who were serving a search warrant Wednesday morning, even as doctors question the level of risk. The officers on Wednesday were raiding ..."
Multi-faceted treatment urged for drug addicts,"Tuesday, Jul 21, 2015, by Kari Andren","Heroin addiction treatment needs to include more than just medication or short-term in-patient rehabilitative care, drug treatment experts and Ohio officials told Pennsylvania lawmakers Tuesday. Addiction to heroin, prescription pain medication and other opioids should be looked at as an illness, such as cancer, that needs multifaceted treatment, outside support ..."
Area companies get expert tips regarding the region's drug crisis,"Friday, Jan 19, 2018, by Chuck Biedka",The ever-increasing opioid epidemic is causing a growing number of Westmoreland County businesses to get the opioid medicine Narcan for employees or visitors. About 30 human resources directors and company officials took part in a seminar Friday at Westmoreland County Community College in New Kensington. Participants got an update about ...
Indiana Co. man responsible for another's overdose death,"Wednesday, Jul 25, 2018, by Matthew Medsger","An Indiana County man faces up to 20 years behind bars after pleading guilty to charges he distributed opioids resulting in another man's death, U.S. Attorney Scott Brady announced Wednesday. Justin Kromer, 30, entered a guilty plea to one count of possession with intent to distribute and distribution of controlled ..."
"Trib's top 10 news stories of 2017 changed lives, communities","Saturday, Dec 30, 2017, by Tribune-Review","An unrelenting opioid epidemic that claimed another 158 lives, tragic crimes that put two teenagers in prison, the deaths of two police officers, and a scandal that forced a longtime congressman to resign were among the stories that impacted the county. The Tribune-Review looks back at its top 10 news ..."
Fox Chapel Area's Grace Han wins FBI-sponsored anti-drug video contest,"Tuesday, Feb 27, 2018, by Tawnya Panizzi","Fox Chapel Area High School sophomore Grace Han won second place in the FBI Pittsburgh's annual Heroin Outreach Prevention and Education public service awareness contest. Her YouTube video, 'Know More to No More,' highlights the dangers of choosing to use opioids and is an effort to combat the crisis confronting ..."
Clergy's offer of spiritual help to drug addicts detailed at Westmoreland seminar,"Wednesday, Mar 08, 2017, by Stephen Huba","While the unrelenting opioid epidemic continues to overwhelm first-responders, treatment programs and the criminal justice system, one group of professionals says it wants to be more a part of the solution. Westmoreland County clergymen who gathered Wednesday at the Bishop Connare Center said they offer a non-judgmental attitude, a listening ..."
Pittsburgh drug treatment employee indicted on drug charges,"Tuesday, Mar 27, 2018, by Matthew Medsger","A Pittsburgh man has been indicted by a federal grand jury after prosecutors say he used his position at a drug treatment facility to illegally dispense an opioid treatment drug. According to prosecutors, Christopher Handa, 47, while an employee in charge of operations with Redirections Treatment Advocates, an addiction treatment ..."
Carfentanil bust in Unity: 'This is the stuff that kills everyone',"Thursday, May 04, 2017, by Matthew Santoni","The 5 grams of synthetic opioid state police seized this week in Unity was enough to produce the equivalent of 30,000 to 50,000 stamp bags of heroin, and drugs like it may already be responsible for two overdose deaths in West­more­land County, investigators said. County detectives and state police on ..."
Decade of death: Overdoses claim 825 lives in Westmoreland County over 10 years,"Friday, Dec 29, 2017, by Debra Erdley and Renatta Signorini","It was spring 2016, and Sharon Stinebiser believed her sons had escaped the maw of the opioid epidemic that was claiming lives all around her Youngwood home. Her oldest son, Josh Gunther, 29, had been clean for nine years. He kicked the heroin habit that gripped him from ages 16-20 ..."
"As overdoses plague Pennsylvania, drug deaths drop in Massachusetts county","Thursday, Aug 10, 2017, by Renatta Signorini","In at least one county across the country, drug overdose deaths are dropping. The district attorney of a Massachusetts county reported to an opioid task force this week that deaths there are on pace to drop 14 percent this year, according to an article in The Lowell Sun. That is ..."
Postal Service wants to boost security of U.S.-bound packages,"Thursday, Feb 09, 2017, by Tom Fontaine","The Postal Service said Thursday it is committed to strengthening the security of mail from foreign countries. Former Pennsylvania Gov. Tom Ridge, the nation's first Homeland Security secretary, told the Tribune-Review this week that a loophole in federal law has helped create a pipeline for opioids to be shipped illegally ..."
UPMC McKeesport opens drug detox and rehab unit,"Thursday, Jan 11, 2018, by Ben Schmitt","UPMC McKeesport announced Thursday that it plans to open an inpatient drug abuse detoxification and rehabilitation unit, a day after Pennsylvania Gov. Tom Wolf declared the statewide opioid epidemic a disaster emergency. Touted as the first of its kind in the region, the combined unit will have 18 beds dedicated ..."
Allegheny Township woman charged with stealing prescription pills in Armstrong County,"Thursday, Dec 21, 2017, by Emily Balser","An Allegheny Township woman is facing multiple felony theft and forgery charges after police say she stole nearly 18,000 prescription pills, including opioids, from an Armstrong County surgical practice where she worked. Susan Zoeller, 41, of Sunrise Drive is charged with three counts of forgery, five counts of theft by ..."
"For those in grief at the holidays, there's help available","Thursday, Dec 21, 2017, by Stephen Huba","In a year full of loss, no time is more difficult than Christmas. Westmoreland County lost two police officers in 2017 — one to a gunshot wound in November and one in an accident in July — and broke the 2016 record for opioid-related deaths. Even events far away, such ..."
North Side men indicted on federal drug charges,"Wednesday, Feb 07, 2018, by Megan Guza","A federal grand jury has indicted two North Side men on charges of possession with intent to distribute the deadly opioid fentanyl, U.S. Attorney Scott Brady said. Davon Stevens and Demetrius Mitchell-Yarbrough, both 24 and of Pittsburgh's Perry South neighborhood, were charged in a five-count indictment returned Tuesday and unsealed ..."
Baldwin woman accused of obtaining fraudulent painkiller prescriptions,"Thursday, Apr 26, 2018, by Renatta Signorini","A Baldwin woman was indicted Thursday after fraudulently obtaining prescriptions of a opioid painkiller over a three-year period, according to a news release from U.S. Attorney Scott W. Brady. Heather Summerfield, 37, is accused of posing as a representative of a physician's office during phone calls to pharmacies between August ..."
Westmoreland County inmates may get Vivitrol to help break addiction,"Monday, Jan 29, 2018, by Rich Cholodofsky",Jail inmates may get an introductory dose of a drug designed to help them break opioid addiction under a program being considered by Westmoreland County officials. Prison Warden John Walton said Monday that initial discussions are underway with the provider of the Vivitrol to administer one dose to inmates ready ...
Pittsburgh drug treatment employee indicted on drug charges,"Tuesday, Mar 27, 2018, by Matthew Medsger","A Pittsburgh man has been indicted by a federal grand jury after prosecutors say he used his position at a drug treatment facility to illegally dispense an opioid treatment drug. According to prosecutors, Christopher Handa, 47, while an employee in charge of operations with Redirections Treatment Advocates, an addiction treatment ..."
Prince heirs sue Illinois hospital over care during overdose,"Monday, Apr 23, 2018, by The Associated Press","MINNEAPOLIS — Prince's heirs have sued Walgreens and the Illinois hospital that treated the music superstar after he suffered from an opioid overdose, alleging that a doctor and various pharmacists failed to provide Prince with reasonable care, contributing to his death. The wrongful-death lawsuit filed in Cook County, Illinois, alleges ..."
Seniors in assisted living center cited for heroin use in Lancaster County,"Wednesday, Feb 21, 2018, by Debra Erdley","The opioid epidemic apparently is reaching new heights — and age groups — in Pennsylvania, where a 79-year-old woman and a 69-year-old man at a senior living center recently were cited for being under the influence of heroin. PennLive reported Wednesday that police charged Margery A. Cook, 79, and Jay ..."
"Police, EMS alerted to danger of elephant tranquilizer that killed 2 in Beaver","Monday, Jan 16, 2017, by Tom Fontaine","One of the strongest opioids available has claimed its first lives in Pennsylvania, with officials in Beaver County blaming two recent overdose deaths on carfentanil, which is used as a sedative for elephants and other large animals. 'Logic would say, 'Run away from it.' But on the street, people say, ..."
2 charged in 'horrible' Pennsylvania human trafficking case,"Tuesday, Nov 28, 2017, by The Associated Press",HARRISBURG — Two men are accused in what Pennsylvania's attorney general on Tuesday described as a 'horrible' case of human trafficking that employed death threats and opioids to compel women to work as prostitutes. Authorities said they charged 34-year-old Kenneth James Crowell and 50-year-old Barry Charles 'Bear' Schiff with trafficking ...
$5M federal grant to help Pennsylvanians in addiction recovery find work,"Thursday, Jul 26, 2018, by Renatta Signorini","Pennsylvania will receive a federal grant for about $5 million to help people whose employment has been affected by opioid use, addiction and overdose, according to a news release from the U.S. Department of Labor. The funding is part of $22 million awarded to six states that department officials announced ..."
"Decision to post divisive photo of drug abusers, boy born of desperation","Monday, Sep 26, 2016, by Ben Schmitt","Two faces of the opioid crisis blasted across the Internet from a small-town Ohio Facebook page: a pair of adults slumped over in the front seat of an SUV with a 4-year-old boy awake in the back seat. The pasty-skinned couple, mouths agape, appeared to be dead. The little boy, ..."
Overdose data at heart of feud over curbing drug abuse,"Monday, Oct 17, 2016, by Ben Schmitt","A puzzling bureaucratic feud simmers in the background of joint efforts to stamp out Pennsylvania's deadly opioid crisis. Perhaps it's just a misunderstanding. The dispute centers on data — namely statistics of Pennsylvania residents who have died from opioids or heroin. David Hickton, U.S. attorney for Western Pennsylvania, says the ..."
Trib editorial: Dip in fatal overdoses a hopeful sign,"Tuesday, Apr 03, 2018, by Tribune-Review","A dip in Westmoreland County's rate of fatal opioid overdoses during 2018's first two months may well prove to be just a blip. So caution about what it means is in order. But any basis for hope in the long, grim fight to reverse this epidemic's steadily mounting death toll ..."
"Trump: Drug czar nominee, Rep. Marino, withdrawing his name","Tuesday, Oct 17, 2017, by The Associated Press","WASHINGTON — Rep. Tom Marino, President Donald Trump's nominee to be the nation's drug czar, is withdrawing from consideration following reports that he played a key role in weakening the federal government's authority to stop companies from distributing opioids. Marino 'has informed me that he is withdrawing his name from ..."
Trump calls for liberation from 'scourge' of drug addiction,"Friday, Oct 27, 2017, by The Associated Press","WASHINGTON — In ringing and personal terms, President Donald Trump has pledged that 'we will overcome addiction in America,' declaring opioid abuse a national public health emergency and announcing new steps to combat what he described as the worst drug crisis in U.S. history. Trump's declaration, which will be effective ..."
"Addicts who commit petty crimes should go to treatment, not prison, McKeesport state Sen. Brewster says","Saturday, Jan 20, 2018, by Wes Venteicher","State Sen. Jim Brewster, D-McKeesport, is urging the state to take even more aggressive steps to target opioid and heroin abuse than those included in Gov. Tom Wolf's recent disaster declaration. Shortly after Wolf's declaration last week, which expanded access to overdose-reversal drug naloxone and made other changes meant to ..."
Scott Wagner: I'll sue painkiller makers to recoup addiction costs,"Wednesday, Sep 12, 2018, by The Associated Press","YORK -- Republican gubernatorial candidate Scott Wagner says he'd sue the makers of prescription painkillers to recoup Pennsylvania's cost of dealing with opioid-related addiction. Wagner made the announcement Wednesday as part of a plan to attack what he says is a worsening problem. Last year, Pennsylvania's attorney general, Josh Shapiro, ..."
DEA warns police of accidental overdose risks in drug fight,"Tuesday, Jun 06, 2017, by The Associated Press","WASHINGTON — The Drug Enforcement Administration on Tuesday warned of a new problem presented by the nation's drug abuse epidemic: the threat of law enforcement officers accidentally overdosing. Officers and paramedics are increasingly coming in contact with potent synthetic opioids that can be dangerous and deadly, a troubling side effect ..."
Pug lovers flock to Latrobe for annual Pugfest celebration,"Saturday, Sep 29, 2018, by Deb Erdley","Shawna Harrison knows all about love -- pug love, that is. The Greensburg woman drove nearly 12 hours round trip to the farthest reaches of Ohio and back to adopt Mipha. Saturday, the 9-month-old pug named for a princess in a Legend of Zelda video game, returned her love with ..."
"Ohio man accused of buying fentanyl from China, selling it on the 'dark web'","Monday, Aug 13, 2018, by Chuck Biedka","A Euclid, Ohio, man pleaded guilty to distribution of fentanyl that he ordered from China and sold domestically, according to U.S. Attorney Scott W. Brady at Pittsburgh. Antoin Austin, 28, also allegedly sold the drug to a undercover FBI agent in Pittsburgh. Austin is scheduled be sentenced Nov. 5. Austin ..."
Heroin's hold takes growing toll in Western Pennsylvania,"Saturday, Oct 31, 2015, by Chris Togneri","It started so innocently, Darlene Mazak said. Her son Steven was an athlete. He played baseball and basketball and made travel teams. Then he got hurt — the growth plate slipped in one hip and then the other, requiring surgery. And pills, lots of pain pills. 'It wasn't that we ..."
