Title,Date,Blurb
Trial begins for Pittsburgh officer accused of DUI fatality,"Monday, Sep 16, 2013, by Adam Brandolph","A former Pittsburgh police officer lost control of the motorcycle he drove off-duty after drinking alcohol and struck an oncoming SUV, causing a fatal crash, an accident reconstruction expert testified on Monday. The Sept. 26, 2010, accident threw Jessica Marie Lojak, a passenger on the Harley-Davidson, about 30 feet. Lojak, ..."
Miss. driver to stand trial for killing pedestrian outside Delmont Walmart,"Monday, Aug 20, 2018, by Paul Peirce",A Murrysville policeman testified Monday he smelled an odor of alcohol on a Mississippi woman as he questioned her outside the Walmart in Delmont just after her pickup truck hit and killed an 82-year-old female pedestrian in the store's parking lot July 27. 'The driver told me the victim came ...
"Hotel, apartments planned for North Side","Monday, Oct 06, 2014, by Sam Spatter","A five-year effort to build a hotel, apartment building and parking deck on the North Side got a boost Monday from a $3 million state grant. The $20 million development at East Ohio Street and Madison Avenue also will convert the former site of the Arc House alcohol treatment facility ..."
Newsmaker: Latika Davis-Jones,"Thursday, Jan 21, 2016, by Alex Nixon","Noteworthy: Davis-Jones received the Tree of Life award from Message Carriers of Pennsylvania in recognition of her work to support people in addiction recovery and their families. Age: 43 Residence: Plum Family: Husband, Maurice Jones Occupation: Administrator for the Bureau of Drug and Alcohol Services at the Allegheny County Department ..."
Drug epidemic spotlights shortage of counselors,"Sunday, Mar 20, 2016, by Chuck Biedka","The office along Fourth Avenue in New Kensington looks much like many in the region, but what happens there can change — and even save — lives. Louis Bator and Audrey Means meet there with people trying to stop using heroin, cocaine or alcohol. Means, a Greenbriar Treatment Center addiction ..."
DUI suspect accused of crashing into 8 vehicles on Mt. Washington,"Friday, Aug 17, 2018, by Megan Guza","A drunken driving suspect accused of crashing into eight vehicles in Pittsburgh's Mt. Washington neighborhood Thursday night smelled so strongly of alcohol that the arresting officer said he had to turn away, according to court documents. Andre Lamarr Mills, 48, is charged with eight counts of accidental damage to vehicles, ..."
"6 impaired drivers arrested in DUI patrol, checkpoint operation","Saturday, Sep 01, 2018, by Brian C. Rittmeyer","Police arrested six people for driving under the influence of alcohol or drugs during a roving patrol and a stationary checkpoint on Friday. The North Hills DUI Task Force conducted a roving patrol in West Deer, Indiana and O'Hara townships, and a stationary checkpoint on Route 910 at the Indiana ..."
Jury convicts Smithton man in fatal DUI case,"Thursday, Jul 13, 2017, by Rich Cholodofsky","It took a Westmoreland County jury five hours on Thursday to determine a Smithton man was drunk when he crashed a car three years ago and killed his 18-year-old girlfriend. But jurors determined that alcohol did not cause Ryan Denitti, 20, to lose control of his vehicle. Denitti was found ..."
Turtle Creek woman in jail on charges she fired shots at Trafford lounge,"Tuesday, Mar 21, 2017, by Renatta Signorini","An Allegheny County woman was jailed Tuesday for allegedly firing several shots at a Trafford lounge after she was refused alcohol. Police said Jamie Lee Dawson, 32, of Turtle Creek was intoxicated when she was asked to leave the bar at Parente's Ristorante about 2 a.m. Tuesday. 'I'm assuming you ..."
Federal agents bust Pittsburgh cocaine ring; at least 3 arrested,"Monday, Jan 12, 2015, by Tony Raap","At least three men face drug charges after being arrested Monday in connection with a 'large-scale' cocaine-trafficking ring, federal authorities said. Raymond Kober, Christopher Levy and Scott Kulikowski have been arrested. All of the suspects live in Pittsburgh, according to a criminal complaint filed by the federal Bureau of Alcohol, ..."
"4 iconic, delicious Zinfandels to try","Wednesday, Sep 19, 2018, by Dave DeSimone","Mid-September marks a critical moment for zinfandel, the granddaddy of California's red wine grapes. If growers allow zinfandel clusters to linger on the vines until October, then sugar levels continue rising as the grapes soak up California's glorious autumn sun. More sugar means more potential alcohol. During the '90s and ..."
Teacher at New Brighton charged with sex assault of 2 students,"Wednesday, Jul 09, 2014, by Margaret Harding","Two New Brighton School District seniors told police their substitute English teacher had sex with them and sent them nude photos, court records show. A judge on Tuesday arraigned Tiffany Leiseth, 26, of Moon on two counts of felony institutional sexual assault and one count of furnishing alcohol to minors. ..."
Judge approves $1.7 million sale of former Ligonier Valley school,"Tuesday, Jun 23, 2015, by Paul Peirce",A Westmoreland County judge gave formal approval Tuesday to the $1.7 million sale of the defunct Laurel Valley Middle/High School to a firm with plans to lease the building for use as a drug and alcohol treatment center. President Judge Richard E. McCormick Jr. gave the go-ahead for the sale ...
Boaters advised not to drink and kayak on Kiski River,"Monday, Jul 31, 2017, by Brian C. Rittmeyer and Leif Greiss","A Kiski Valley canoe and kayak vendor is advising boaters to be responsible, now that the state Fish andamp; Boat Commission is patrolling the Kiski River for those operating watercraft while under the influence of alcohol or other controlled substances. The River's Edge Canoe andamp; Kayak in Gilpin issued the ..."
3 killed in Bethel Park crash,"Tuesday, Jul 25, 2017, by Brian C. Rittmeyer and Megan Guza","Alcohol may have been involved in a crash that killed three women and critically injured a fourth early Tuesday morning in Bethel Park, Allegheny County Police said. According to county police, Bethel Park police and paramedics were dispatched to the 5600 block of Library Road shortly before 1 a.m. in ..."
"House approves bill for beer distributors to sell wine, liquor","Tuesday, May 23, 2017, by Kevin Zwick","The state House on Tuesday sent the Senate another liquor proposal, continuing its push for further changes to the state's alcohol laws. The bill would allow licensed beer distributors and importing distributors, known as wholesalers, to purchase a permit to sell unlimited quantities of wine and liquor. Beer distributor warehouses, ..."
"Derry Area Middle School teacher's family sues bars, husband","Thursday, Jun 05, 2014, by Rich Cholodofsky","The family of a Derry Area Middle School teacher on Wednesday filed a lawsuit against her husband and three local bars they contend served him alcohol before and after police said he killed his wife. In the four-count wrongful death complaint, the parents of Rebecca Stahl contend the bars should ..."
Westmoreland takes over DUI program,"Monday, Jul 29, 2013, by Rich Cholodofsky","Class is in for drunken drivers. After 30 years of having a private vendor running a mandated alcohol highway safety school, Westmoreland County this month took over the program, which could generate as much as $300,000 in revenue. Alcohol highway safety school is a required course for drunken drivers and ..."
Rillton man charged in crash that killed fellow firefighter,"Monday, Aug 31, 2015, by Paul Peirce",A 29-year-old Rillton man was charged this morning with driving under the influence of alcohol in connection with the Feb. 22 traffic accident that killed the manager of the Rostraver West Newton emergency services ambulance. Matthew Poston was arraigned on multiple criminal charges filed by state police including homicide by ...
Westmoreland museum spotlights artist John Kane's late-in-life fame,"Saturday, Jan 31, 2015, by Natasha Lindstrom","John Kane struggled to survive in Pittsburgh in the early 1900s. He lost his infant son to typhoid fever and lost a leg to a train. He depended on The Salvation Army while battling alcoholism and depression. And he lived in poverty as a manual laborer and house painter. Then, ..."
State police found sober drivers at Hempfield checkpoint during holiday weekend,"Wednesday, May 30, 2018, by Renatta Signorini","Drivers who encountered a sobriety checkpoint just outside of Youngwood during the holiday weekend were all sober, according to state police. Troopers didn't arrest anyone for driving under the influence of drugs or alcohol Friday evening at the checkpoint along Route 119 northbound near Trolley Line Avenue in Hempfield. Members ..."
"Murrysville woman charged with DUI, resisting arrest","Friday, Sep 23, 2016, by Tribune-Review","Murrysville police filed drunken-driving and other charges against a woman officers said became belligerent this month during a traffic stop near the entrance of Franklin Regional Middle School. Police on Thursday charged Rosalee L. Young, 46, of Murrysville with driving under the influence of alcohol, criminal attempt, possession of marijuana ..."
Trib tested: Clinique Turnaround Revitalizing Lotion,"Sunday, May 31, 2015, by Tribune-Review","The claim: Inspired by beauty rituals from Asia, women use a watery lotion after cleansing to restore moisture to skin. The soothing, alcohol-free watery lotion infuses skin with energy and essential hydration. It boosts skin to help it stay plump, fresh and glowing. Skin is immediately softer and more supple ..."
Mister Bones Bistro pulls plug on New Year's,"Wednesday, Dec 20, 2017, by Mary Pickels","Five months after announcing its decision to discontinue the sale of alcohol, Greensburg eatery Mister Bones Bistro, 640 N. Main St., is closing on New Year's Eve. Notifying patrons via Facebook, as it did in July with the decision regarding alcohol, the business's post earlier this week says the closure ..."
Woman gets probation in Trafford prostitution case,"Wednesday, Feb 04, 2015, by Bob Stiles","A Plum woman accused of promoting prostitution while living in Trafford reached an agreement with prosecutors on Tuesday that calls for her to be placed on a probationary program for first-time offenders, according to her attorney. Jamie Starr Conti, 31, will spend 12 months on probation and undergo an alcohol ..."
"Rejected applicants for Pittsburgh civil service jobs can appeal, tell side","Sunday, Jun 15, 2014, by Margaret Harding","Aspiring Pittsburgh police and firefighter recruits admit to smoking marijuana, abusing alcohol and popping prescription pills, but officials say not all confessions result in an applicant's rejection. 'None of us are perfect,' fire Chief Darryl Jones said. 'As my pastor used to say, 'None of us have stepped out of ..."
"Decision on Penn Hills GetGo request to sell beer, wine expected within three months","Thursday, Mar 15, 2018, by Dillon Carr",Pastor Doug Rehberg's pitch for keeping beer and wine off the shelves of the GetGo in Penn Hills centered on his concern that his church's parking lot across the street would be used by the increased number of customers coming to the convenience store if alcohol sales are permitted. 'There ...
Drug epidemic spotlights shortage of counselors,"Sunday, Mar 20, 2016, by Chuck Biedka","The office along Fourth Avenue in New Kensington looks much like many in the region, but what happens there can change — and even save — lives. Louis Bator and Audrey Means meet there with people trying to stop using heroin, cocaine or alcohol. Means, a Greenbriar Treatment Center addiction ..."
Newsmaker: Latika Davis-Jones,"Thursday, Jan 21, 2016, by Alex Nixon","Noteworthy: Davis-Jones received the Tree of Life award from Message Carriers of Pennsylvania in recognition of her work to support people in addiction recovery and their families. Age: 43 Residence: Plum Family: Husband, Maurice Jones Occupation: Administrator for the Bureau of Drug and Alcohol Services at the Allegheny County Department ..."
"Hotel, apartments planned for North Side","Monday, Oct 06, 2014, by Sam Spatter","A five-year effort to build a hotel, apartment building and parking deck on the North Side got a boost Monday from a $3 million state grant. The $20 million development at East Ohio Street and Madison Avenue also will convert the former site of the Arc House alcohol treatment facility ..."
Miss. driver to stand trial for killing pedestrian outside Delmont Walmart,"Monday, Aug 20, 2018, by Paul Peirce",A Murrysville policeman testified Monday he smelled an odor of alcohol on a Mississippi woman as he questioned her outside the Walmart in Delmont just after her pickup truck hit and killed an 82-year-old female pedestrian in the store's parking lot July 27. 'The driver told me the victim came ...
Trial begins for Pittsburgh officer accused of DUI fatality,"Monday, Sep 16, 2013, by Adam Brandolph","A former Pittsburgh police officer lost control of the motorcycle he drove off-duty after drinking alcohol and struck an oncoming SUV, causing a fatal crash, an accident reconstruction expert testified on Monday. The Sept. 26, 2010, accident threw Jessica Marie Lojak, a passenger on the Harley-Davidson, about 30 feet. Lojak, ..."
Harvard proposal would ban fraternities and sororities,"Wednesday, Jul 12, 2017, by The Associated Press","BOSTON — A proposal at Harvard University would ban all fraternities, sororities and single-gender clubs starting in fall 2018, a measure that's largely aimed at the school's exclusive, all-male social clubs that have been blamed for problems with sexual assault and alcohol abuse. The recommendation was announced Wednesday by a ..."
Westmoreland Notables: Head of county's drug overdose task force knows struggles of addiction firsthand,"Sunday, Apr 09, 2017, by Rich Cholodofsky","As head of Westmoreland County's Drug Overdose Task Force, Tim Phillips routinely talks to addicts and tells them recovery is possible. And Phillips should know. At 58, he's a recovering addict who has been drug-free for nearly 29 years but still struggles with the pull of drugs and alcohol, even ..."
Carnegie Museum of Natural History gets grant to preserve specimens,"Thursday, Sep 22, 2016, by Tribune-Review","The Carnegie Museum of Natural History has received a $499,224 grant from the National Science Foundation to preserve collections stored in the museum's historic Alcohol House and to create two new exhibits. The Alcohol House, a three-story storage space not open to the public, houses more than 200,000 reptile and ..."
decisions of your judges,"Monday, Aug 20, 2012, by Tribune-Review","The following is a list of defendants charged with a first offense of driving under the influence in Westmoreland County criminal court. These defendants receive a standard sentence that includes enrollment in the Accelerated Rehabilitative Disposition program for one year, attendance at an alcohol highway safety school and a period ..."
"Harrison, New Kensington bars face liquor violations","Wednesday, Nov 01, 2017, by Chuck Biedka","Managers of a club in New Kensington and an bar in Harrison are accused of violating state liquor laws. The Spartaco Sporting Club of New Kensington is accused of selling alcohol to nonmembers on June 3, according to the Bureau of Liquor Control Enforcement Wednesday. Club managers also are accused ..."
Former Penn Township mom convicted for teen drinking party,"Wednesday, May 09, 2018, by Rich Cholodofsky","A former school nurse was convicted Wednesday of corruption of minors for allowing high school seniors to drink alcohol at a Penn Township house party three years ago. After more than two hours of deliberations, a Westmoreland County jury convicted Linda Swope of just the one misdemeanor offense, a finding ..."
Penn Township woman in court for boozy teen party,"Monday, May 07, 2018, by Rich Cholodofsky","The lawyer for a former Penn Township woman told a Westmoreland County jury Monday she only briefly participated and did not provide any of the alcohol consumed during a rowdy party for high school seniors at her home three years ago. 'When the alcohol came out, she had a choice ..."
Penn State calls for action as anniversary of frat pledge's death nears,"Thursday, Feb 01, 2018, by Debra Erdley","As the first anniversary of the death of a Penn State student in an alcohol-fueled fraternity ritual approaches, President Eric J. Barron called for new state and federal laws and cooperation from national Greek life organizations to end such practices. Timothy Piazza, a 19-year-old student from New Jersey, died Feb. ..."
Overdose prevention course coming to Monessen,"Friday, Jun 29, 2018, by Jacob Tierney","Members from the drug and alcohol commissions in Westmoreland, Fayette and Washington counties have teamed up to offer an overdose prevention class in Monessen. 'Learn To Save a Life: Overdose Prevention 101' will be held July 12 at 6 p.m. in Monessen High School, 1245 State Road. The free program ..."
Family dysfunction focus of 'August: Osage County' at Oakland theater,"Wednesday, Sep 05, 2012, by Alice T. Carter","The Rep, Point Park University's professional theater company launches its 2012-13 season Friday with Tracy Letts' jet-propelled tragicomedy 'August: Osage County.' Letts' funny, sad and insightful play focuses on the multigenerational, thoroughly dysfunctional Weston family, who return to the family's Osage County home when the alcoholic male head of the ..."
Turtle Creek woman in jail on charges she fired shots at Trafford lounge,"Tuesday, Mar 21, 2017, by Renatta Signorini","An Allegheny County woman was jailed Tuesday for allegedly firing several shots at a Trafford lounge after she was refused alcohol. Police said Jamie Lee Dawson, 32, of Turtle Creek was intoxicated when she was asked to leave the bar at Parente's Ristorante about 2 a.m. Tuesday. 'I'm assuming you ..."
Gateway Rehab readies to start treating patients,"Wednesday, Sep 21, 2016, by Renatta Signorini","The beds are made. The closets empty and ready for belongings. All Westmoreland County's only adult inpatient drug and alcohol treatment facility needs is addicts who want to turn their lives around. 'I think Westmoreland County has taken an aggressive position in trying to address the issue,' Paul Bacharach, CEO ..."
"4 iconic, delicious Zinfandels to try","Wednesday, Sep 19, 2018, by Dave DeSimone","Mid-September marks a critical moment for zinfandel, the granddaddy of California's red wine grapes. If growers allow zinfandel clusters to linger on the vines until October, then sugar levels continue rising as the grapes soak up California's glorious autumn sun. More sugar means more potential alcohol. During the '90s and ..."
Teacher at New Brighton charged with sex assault of 2 students,"Wednesday, Jul 09, 2014, by Margaret Harding","Two New Brighton School District seniors told police their substitute English teacher had sex with them and sent them nude photos, court records show. A judge on Tuesday arraigned Tiffany Leiseth, 26, of Moon on two counts of felony institutional sexual assault and one count of furnishing alcohol to minors. ..."
Judge approves $1.7 million sale of former Ligonier Valley school,"Tuesday, Jun 23, 2015, by Paul Peirce",A Westmoreland County judge gave formal approval Tuesday to the $1.7 million sale of the defunct Laurel Valley Middle/High School to a firm with plans to lease the building for use as a drug and alcohol treatment center. President Judge Richard E. McCormick Jr. gave the go-ahead for the sale ...
"Westmoreland County deputy charged with DUI, remains on job","Monday, May 07, 2018, by Jacob Tierney","A Westmoreland County Sheriff's deputy is charged by North Huntingdon Police with driving under the influence after crashing her car this weekend. Caitlyn Noel Kralovic, 27, of Rillton, had a blood alcohol content more than twice the legal limit, according to court documents. She's served as a deputy for four ..."
"Lady Gaga, Bradley Cooper shine in first 'A Star Is Born' trailer","Thursday, Jun 07, 2018, by The Associated Press","LOS ANGELES — Lady Gaga and Bradley Cooper sing in the first trailer for the upcoming remake of the 1937 film 'A Star Is Born.' Cooper, who co-wrote and directed the film, is country singer-songwriter Jackson Maine. He's struggling with alcoholism until he meets Lady Gaga's character, Ally. They fall ..."
FBI executes federal search warrant at Ross apartment,"Thursday, May 10, 2018, by Brian C. Rittmeyer","FBI agents searched a Ross apartment Wednesday morning,Scott W. Brady, U.S. attorney for the Western District of Pennsylvania, said in a statement. The search at Bellwood Manor, 510 Bellwood Drive, also included the Bureau of Alcohol, Tobacco, Firearms and Explosives; Allegheny County Sheriff's Office; Pennsylvania Attorney General's Office and police ..."
Bill would allow families to force drug treatment committals,"Monday, Feb 20, 2017, by Kevin Zwick",Lawmakers could weigh a proposal to give relatives of loved ones battling drug addiction a 'tough love' treatment option. The proposal would allow family members to force a relative into drug treatment using an involuntary commitment procedure. Current law allows involuntary commitment for people with alcohol or drug addiction only ...
Unity man to appear in 'Broken Skull Challenge' reality TV competition,"Friday, Jan 16, 2015, by Stacey Federoff","As a student at Hempfield Area School District, Chris Reese's behavior resulted in his mother being on the speed dial of administrators. Reese, 21, has turned his energy from drugs and alcohol to physical fitness, and that has carried him all the way to Hollywood. The Unity man will be ..."
Survivor charged with DUI in deaths of 3 passengers,"Tuesday, May 22, 2012, by Tim Karan","The lone survivor of a crash that killed three Punxsutawney teens in November faces vehicular homicide charges after an investigation revealed he was under the influence of alcohol and speeding. Blair E. Smith, 19, of Punxsutawney was taken into custody by state police at his home on Monday and faces ..."
Former Penn Township mom convicted for teen drinking party,"Wednesday, May 09, 2018, by Rich Cholodofsky","A former school nurse was convicted Wednesday of corruption of minors for allowing high school seniors to drink alcohol at a Penn Township house party three years ago. After more than two hours of deliberations, a Westmoreland County jury convicted Linda Swope of just the one misdemeanor offense, a finding ..."
State police made 316 DUI arrests during July 4 holiday period,"Friday, Jul 06, 2018, by Jamie Martines","Pennsylvania State Police made 316 DUI arrests across the state over the July 3 to July 5 holiday period, according to figures released Friday. Of the 581 crashes investigated by state police, 37 were alcohol-related and 146 people were injured. Troopers responded to two fatal crashes in which three people ..."
Washington County woman jailed for sexually assaulting teens,"Thursday, Sep 07, 2017, by Paul Peirce","A 33-year-old Washington County woman was arrested Thursday by California Borough Police on multiple criminal charges, including statutory sexual assault and furnishing alcohol to minors for multiple incidents involving 13- and 14-year-old boys this summer. Deonnia Paxton, who resides on the 1200 block of California Terrace, was ordered held in ..."
"Despite nation's opioid epidemic, more teens saying no to drugs","Wednesday, Dec 14, 2016, by Ben Schmitt","Drug and alcohol use among American teenagers is on the decline despite the ongoing national opioid scourge, according to a new federally funded survey. The data comes with one caveat: marijuana use, which has become more socially acceptable as states legalize it for recreational or medical use, remained steady among ..."
"Indiana County man killed, 4 others injured in crash on Saltsburg Road","Sunday, Jun 05, 2016, by Tribune-Review","Alcohol and speed are believed to be factors in a one-car accident that killed an Indiana County man and injured four others early Sunday, state police said. Indiana County Coroner Jerry L. Overman Jr. said Luke Andrew White, 21, of Saltsburg died at the scene of the 3:45 a.m. wreck. ..."
Animal Friends hosts 2-part Black Tie & Tails fundraiser at its shelter,"Sunday, Sep 28, 2014, by Kate Benz","Trying to get out of Animal Friends without a car full of furry companions proved to be the challenge of the century for a crowd of 350 who arrived sans willpower Sept. 26 for Black Tie andamp; Tails. Offering her alcohol in exchange for a promise to adopt, Ali Good ..."
Somerset County couple charged with DUI after crash,"Tuesday, Jul 30, 2013, by Tribune-Review","The driver and passenger in a car that veered off the highway and crashed Sunday evening have been charged with driving under the influence of alcohol, police said. The Stoystown couple were arguing as they drove on Route 30 about 7:30 p.m. when their car left the road and struck ..."
Drug treatment center opens in Greensburg,"Tuesday, Jul 15, 2014, by Richard Gazarik","A Pittsburgh drug treatment center, which prescribes Suboxone to treat drug addiction, has opened a clinic in Greensburg. Allied Addiction Recovery at 766 E. Pittsburgh St. will be open Tuesdays and Fridays, according to the company. AAR describes itself as an 'abstinence-based' drug-and-alcohol treatment program that offers Suboxone for managing ..."
Alfie McDuff's in Vandergrift cited for alleged liquor violation,"Monday, Jul 23, 2018, by Tribune-Review","Alfie McDuff's at 711 Hawthorne St. in Vandergrift was cited for allegedly furnishing alcohol to a minor, according to the Pennsylvania Bureau of Liquor Control Enforcement. The citation issued on July 13 stemmed from an April 26 incident when a 19-year-old minor was allegedly served at the bar. The bar ..."
"4 iconic, delicious Zinfandels to try","Wednesday, Sep 19, 2018, by Dave DeSimone","Mid-September marks a critical moment for zinfandel, the granddaddy of California's red wine grapes. If growers allow zinfandel clusters to linger on the vines until October, then sugar levels continue rising as the grapes soak up California's glorious autumn sun. More sugar means more potential alcohol. During the '90s and ..."
Greensburg Salem school board member charged with DUI,"Tuesday, Jul 25, 2017, by Jacob Tierney","A Greensburg Salem school board member has been charged by Greensburg police with drunken driving. Richard Edward Payha, 54, of Greensburg had a blood-alcohol content of at least 0.16 percent, twice the legal limit, July 4, according to court documents. Payha, formerly a surgeon with Excela Health, also was charged ..."
Suspected cocaine found in man's bookbag,"Thursday, Apr 21, 2016, by Tribune-Review","A Latrobe man is charged with possessing about 201 grams of suspected cocaine and with furnishing alcohol to a minor Wednesday night at the Citizen's Service Club on Chambers Avenue in Jeannette. Erich Weaver, 45, also is charged with possession of suspected marijuana and drug paraphernalia. Charges were filed by ..."
North Strabane man charged with fatally shooting wife,"Wednesday, Mar 26, 2014, by Jason Cato","North Strabane police said they suspected another incident of alcohol-fueled domestic violence was probably playing out when they responded to a report of gunfire in the home Scott Alan Edmonds shared with his wife, Louise. But this time was different. When officers arrived about 8:45 p.m. Tuesday, they found Edmonds, ..."
Suit against 84 Lumber founder altered,"Friday, Sep 13, 2013, by Liz Zemba","A judge's finding that teenagers cannot be found negligent for giving alcohol to other minors has prompted attorneys to amend a wrongful death lawsuit filed against 84 Lumber founder Joe Hardy and his daughter, Paige. Daniel and Tricia Nelson of Chalk Hill filed the lawsuit in October against the Hardys, ..."
Judge approves $1.7 million sale of former Ligonier Valley school,"Tuesday, Jun 23, 2015, by Paul Peirce",A Westmoreland County judge gave formal approval Tuesday to the $1.7 million sale of the defunct Laurel Valley Middle/High School to a firm with plans to lease the building for use as a drug and alcohol treatment center. President Judge Richard E. McCormick Jr. gave the go-ahead for the sale ...
Boaters advised not to drink and kayak on Kiski River,"Monday, Jul 31, 2017, by Brian C. Rittmeyer and Leif Greiss","A Kiski Valley canoe and kayak vendor is advising boaters to be responsible, now that the state Fish andamp; Boat Commission is patrolling the Kiski River for those operating watercraft while under the influence of alcohol or other controlled substances. The River's Edge Canoe andamp; Kayak in Gilpin issued the ..."
3 killed in Bethel Park crash,"Tuesday, Jul 25, 2017, by Brian C. Rittmeyer and Megan Guza","Alcohol may have been involved in a crash that killed three women and critically injured a fourth early Tuesday morning in Bethel Park, Allegheny County Police said. According to county police, Bethel Park police and paramedics were dispatched to the 5600 block of Library Road shortly before 1 a.m. in ..."
"House approves bill for beer distributors to sell wine, liquor","Tuesday, May 23, 2017, by Kevin Zwick","The state House on Tuesday sent the Senate another liquor proposal, continuing its push for further changes to the state's alcohol laws. The bill would allow licensed beer distributors and importing distributors, known as wholesalers, to purchase a permit to sell unlimited quantities of wine and liquor. Beer distributor warehouses, ..."
"Derry Area Middle School teacher's family sues bars, husband","Thursday, Jun 05, 2014, by Rich Cholodofsky","The family of a Derry Area Middle School teacher on Wednesday filed a lawsuit against her husband and three local bars they contend served him alcohol before and after police said he killed his wife. In the four-count wrongful death complaint, the parents of Rebecca Stahl contend the bars should ..."
Penn Township man pleads guilty to assaulting 3 police officers,"Thursday, May 21, 2015, by Renatta Signorini","A Penn Township man blamed alcohol for his assault of three police officers in October. 'I was really intoxicated,' said Jordan T. Cosgrove, 24. 'I didn't mean to do the things that I done.' 'I'm ashamed of myself,' he told Judge Christopher Feliciani. 'I embarrassed my family, and I'm terribly ..."
U.N.: Excessive drinking killed over 3 million people in 2016,"Friday, Sep 21, 2018, by The Associated Press","GENEVA -- The World Health Organization says that drinking too much alcohol killed more than 3 million people in 2016, mostly men. The U.N. health agency said in a report published Friday that about 237 million men and 46 million women had alcohol problems, with the highest prevalence in Europe ..."
Derry man charged with fleeing DUI checkpoint in Latrobe,"Monday, Aug 27, 2018, by Paul Peirce","A Derry man faces charges including fleeing and eluding police and driving under the influence of alcohol after he allegedly drove away from a DUI checkpoint in the 400 block of Depot Street in Latrobe late Friday then crashing into a tree. Latrobe police say Alex M. Luther, 24, was ..."
Steelers WR JuJu Smith-Schuster turns 21 on Wednesday,"Wednesday, Nov 22, 2017, by Joe Rutter","JuJu Smith-Schuster now can legally buy an alcoholic drink. The Steelers' precocious rookie wide receiver, the youngest player in the NFL, turned 21 on Wednesday. Although his birthday coincided with the biggest drinking night of the year — the night before Thanksgiving — Smith-Schuster, one of the South Side's highest-profile ..."
"Prohibition rocked Pittsburgh, author says in new book","Tuesday, Jan 09, 2018, by Mary Pickels","As it did with many other cities during the early part of the 20th century, the experiment that was prohibition hit Pittsburgh hard. Workers unable to unwind with a drink after work with their pals formed a rebellious underground. The banning of alcohol led to bootlegging, illegal stills operating in ..."
Greensburg police find woman they say stole credit card from unconscious hospital patient,"Wednesday, Apr 25, 2018, by Paul Peirce","Using social media, Greensburg police on Wednesday tracked down an Allegheny County woman wanted for allegedly stealing a credit card from an unconscious patient at Excela Health Westmoreland hospital and using it to buy alcohol, groceries and pay other expenses. Police obtained an arrest warrant for Charlette J. Jackson, 55, ..."
Some Wesley Family Services programs closing in the Alle-Kiski Valley,"Thursday, Sep 13, 2018, by Madasyn Czebiniak","Wesley Family Services is closing three Alle-Kiski Valley-based programs, citing low participation and financial constraints among the reasons for the move. The nonprofit is closing its Drug and Alcohol Program in Tarentum, its Adolescent Residential Treatment Facility in Allegheny Township and its Fairweather Lodge in New Kensington. 'Each one has ..."
Animal Friends hosts 2-part Black Tie & Tails fundraiser at its shelter,"Sunday, Sep 28, 2014, by Kate Benz","Trying to get out of Animal Friends without a car full of furry companions proved to be the challenge of the century for a crowd of 350 who arrived sans willpower Sept. 26 for Black Tie andamp; Tails. Offering her alcohol in exchange for a promise to adopt, Ali Good ..."
Small plates but big ideas for forthcoming Greensburg restaurant,"Friday, Feb 02, 2018, by Mary Pickels","Don't plan on taking home leftovers from Major Stokes, a new restaurant and bar expected to open this spring in downtown Greensburg. And don't expect to watch televised sporting events while imbibing from a large selection of alcoholic beverages. Do anticipate small plate, rotating meals featuring fresh, locally sourced ingredients, ..."
Carnegie Mellon student charters 2 planes to deliver aid to Puerto Rico,"Friday, Oct 13, 2017, by Natasha Lindstrom","One Puerto Rican doctor is asking for 40 batteries to power lanterns positioned around his MRI machine. Centro Medico, one of the largest hospitals in San Juan, has been running on generators but needs a major resupply — everything from exam gloves, gauze and alcohol swabs to ventilators, oxygen tanks ..."
Trump says he supports 'comprehensive' FBI Kavanaugh probe,"Monday, Oct 01, 2018, by The Associated Press",WASHINGTON -- President Donald Trump said Monday he wants the FBI to do a 'comprehensive' investigation into allegations of sexual misconduct by Brett Kavanaugh. But he also said he stands by his Supreme Court nominee 'all the way.' Trump said during a Rose Garden press conference that he wants the ...
"Yale classmate recalls Kavanaugh as frequent, heavy drinker","Monday, Oct 01, 2018, by The Associated Press",WASHINGTON -- FBI agents interviewed one of the three women who have accused Supreme Court nominee Brett Kavanaugh of sexual misconduct as Republicans and Democrats quarreled over whether the bureau would have enough time and freedom to conduct a thorough investigation before a high-stakes vote on his nomination to the ...
Lehigh University dissolves fraternity for alcohol violations,"Thursday, Nov 16, 2017, by The Associated Press","BETHLEHEM — Lehigh University says it has dissolved a fraternity for more than two years after two students were hospitalized for excessive drinking following a champagne party. The university's committee on discipline has dissolved Sigma Chi from Nov. 14 to May 31, 2020. A university Greek community blog says none ..."
Pennsylvania law affects shipping alcohol in state via Postal Service,"Saturday, Aug 03, 2013, by Aaron Aupperlee","The Postal Service wants to start shipping booze through the mail in an effort to infuse millions of dollars of revenue into the ailing federal mail service. But before a bottle of wine could be delivered alongside bills and birthday cards, lawmakers would need to significantly overhaul rules restricting shipping ..."
Events with alcohol help libraries raise funds for extras,"Wednesday, Sep 17, 2014, by Adam Brandolph","Dan and Emma Frohm hadn't been inside a library for nearly two decades until they moved to Mt. Lebanon about two years ago. But it was beer — not books — that brought the retired couple to the Mt. Lebanon Public Library, which hosts an annual Beer Garden Bash. 'We ..."
